game_id,game_link,game_name,age_rating,platform_name
474,/game/3ds/super-mario-3d-land                                                                                                                                                                           ,Super Mario 3D Land                                                                                                                                                                                     ,E         ,3DS                                                                                                 
475,/game/3ds/freakyforms-your-creations-alive!                                                                                                                                                             ,"Freakyforms: Your Creations, Alive!                                                                                                                                                                     ",E         ,3DS                                                                                                 
476,/game/wii/kirbys-return-to-dream-land                                                                                                                                                                   ,Kirby's Return to Dream Land                                                                                                                                                                            ,E10+      ,WII                                                                                                 
477,/game/3ds/pokemon-rumble-blast                                                                                                                                                                          ,Pokemon Rumble Blast                                                                                                                                                                                    ,E10+      ,3DS                                                                                                 
478,/game/ds/professor-layton-and-the-last-specter                                                                                                                                                          ,Professor Layton and the Last Specter                                                                                                                                                                   ,E10+      ,DS                                                                                                  
479,/game/3ds/tetris-axis                                                                                                                                                                                   ,Tetris Axis                                                                                                                                                                                             ,E         ,3DS                                                                                                 
480,/game/ds/the-legend-of-zelda-four-swords-anniversary-edition                                                                                                                                            ,The Legend of Zelda: Four Swords Anniversary Edition                                                                                                                                                    ,E10+      ,DS                                                                                                  
481,/game/3ds/3d-classics-twinbee                                                                                                                                                                           ,3D Classics: TwinBee                                                                                                                                                                                    ,E         ,3DS                                                                                                 
482,/game/ds/kirby-mass-attack                                                                                                                                                                              ,Kirby Mass Attack                                                                                                                                                                                       ,E         ,DS                                                                                                  
483,/game/ds/dragon-quest-monsters-joker-2                                                                                                                                                                  ,Dragon Quest Monsters: Joker 2                                                                                                                                                                          ,E         ,DS                                                                                                  
484,/game/3ds/star-fox-64-3d                                                                                                                                                                                ,Star Fox 64 3D                                                                                                                                                                                          ,E10+      ,3DS                                                                                                 
485,/game/ds/inazuma-eleven                                                                                                                                                                                 ,Inazuma Eleven                                                                                                                                                                                          ,E         ,DS                                                                                                  
486,/game/3ds/3d-classics-urban-champion                                                                                                                                                                    ,3D Classics: Urban Champion                                                                                                                                                                             ,E10+      ,3DS                                                                                                 
487,/game/3ds/3d-classics-xevious                                                                                                                                                                           ,3D Classics: Xevious                                                                                                                                                                                    ,E         ,3DS                                                                                                 
488,/game/3ds/nintendo-video                                                                                                                                                                                ,Nintendo Video                                                                                                                                                                                          ,          ,3DS                                                                                                 
489,/game/wii/mystery-case-files-the-malgrave-incident                                                                                                                                                      ,Mystery Case Files: The Malgrave Incident                                                                                                                                                               ,E         ,WII                                                                                                 
490,/game/3ds/the-legend-of-zelda-ocarina-of-time-3d                                                                                                                                                        ,The Legend of Zelda: Ocarina of Time 3D                                                                                                                                                                 ,E10+      ,3DS                                                                                                 
491,/game/wii/wii-play-motion                                                                                                                                                                               ,Wii Play: Motion                                                                                                                                                                                        ,E10+      ,WII                                                                                                 
492,/game/3ds/pokedex-3d                                                                                                                                                                                    ,Pokedex 3D                                                                                                                                                                                              ,E         ,3DS                                                                                                 
493,/game/3ds/3d-classics-excitebike                                                                                                                                                                        ,3D Classics: Excitebike                                                                                                                                                                                 ,E         ,3DS                                                                                                 
494,/game/3ds/nintendogs-+-cats-golden-retriever-new-friends                                                                                                                                                ,Nintendogs + Cats: Golden Retriever & New Friends                                                                                                                                                       ,E         ,3DS                                                                                                 
495,/game/3ds/pilotwings-resort                                                                                                                                                                             ,Pilotwings Resort                                                                                                                                                                                       ,E         ,3DS                                                                                                 
496,/game/3ds/steel-diver                                                                                                                                                                                   ,Steel Diver                                                                                                                                                                                             ,E10+      ,3DS                                                                                                 
497,/game/3ds/nintendogs-+-cats-toy-poodle-new-friends                                                                                                                                                      ,Nintendogs + Cats: Toy Poodle & New Friends                                                                                                                                                             ,E         ,3DS                                                                                                 
498,/game/3ds/nintendogs-+-cats-french-bulldog-new-friends                                                                                                                                                  ,Nintendogs + Cats: French Bulldog & New Friends                                                                                                                                                         ,E         ,3DS                                                                                                 
499,/game/3ds/ar-games                                                                                                                                                                                      ,AR Games                                                                                                                                                                                                ,E         ,3DS                                                                                                 
500,/game/3ds/face-raiders                                                                                                                                                                                  ,Face Raiders                                                                                                                                                                                            ,E         ,3DS                                                                                                 
501,/game/3ds/streetpass-mii-plaza                                                                                                                                                                          ,StreetPass Mii Plaza                                                                                                                                                                                    ,E         ,3DS                                                                                                 
502,/game/3ds/nintendo-3ds                                                                                                                                                                                  ,Nintendo 3DS                                                                                                                                                                                            ,E         ,3DS                                                                                                 
503,/game/3ds/mii-maker                                                                                                                                                                                     ,Mii Maker                                                                                                                                                                                               ,          ,3DS                                                                                                 
504,/game/3ds/nintendo-3ds-internet-browser                                                                                                                                                                 ,Nintendo 3DS Internet Browser                                                                                                                                                                           ,          ,3DS                                                                                                 
505,/game/ds/pokemon-black-version                                                                                                                                                                          ,Pokemon Black Version                                                                                                                                                                                   ,E         ,DS                                                                                                  
506,/game/ds/pokemon-white-version                                                                                                                                                                          ,Pokemon White Version                                                                                                                                                                                   ,E         ,DS                                                                                                  
507,/game/ds/dragon-quest-vi-realms-of-revelation                                                                                                                                                           ,Dragon Quest VI: Realms of Revelation                                                                                                                                                                   ,T         ,DS                                                                                                  
508,/game/wii/mario-sports-mix                                                                                                                                                                              ,Mario Sports Mix                                                                                                                                                                                        ,E         ,WII                                                                                                 
509,/game/wii/disaster-day-of-crisis                                                                                                                                                                        ,Disaster: Day of Crisis                                                                                                                                                                                 ,          ,WII                                                                                                 
510,/game/wii/another-code-r-a-journey-into-lost-memories                                                                                                                                                   ,Another Code R: A Journey into Lost Memories                                                                                                                                                            ,          ,WII                                                                                                 
511,/game/wii/fluidity                                                                                                                                                                                      ,Fluidity                                                                                                                                                                                                ,E         ,WII                                                                                                 
512,/game/wii/mario-party-2                                                                                                                                                                                 ,Mario Party 2                                                                                                                                                                                           ,          ,WII                                                                                                 
513,/game/wii/super-mario-all-stars-25th-anniversary-edition                                                                                                                                                ,Super Mario All-Stars: 25th Anniversary Edition                                                                                                                                                         ,E         ,WII                                                                                                 
514,/game/wii/fluidity                                                                                                                                                                                      ,Fluidity                                                                                                                                                                                                ,E         ,WII                                                                                                 
515,/game/ds/golden-sun-dark-dawn                                                                                                                                                                           ,Golden Sun: Dark Dawn                                                                                                                                                                                   ,E10+      ,DS                                                                                                  
516,/game/wii/snowpack-park                                                                                                                                                                                 ,Snowpack Park                                                                                                                                                                                           ,E         ,WII                                                                                                 
517,/game/wii/donkey-kong-country-returns                                                                                                                                                                   ,Donkey Kong Country Returns                                                                                                                                                                             ,E         ,WII                                                                                                 
518,/game/ds/mario-vs-donkey-kong-mini-land-mayhem                                                                                                                                                          ,Mario vs. Donkey Kong: Mini-Land Mayhem                                                                                                                                                                 ,E         ,DS                                                                                                  
519,/game/wii/flingsmash                                                                                                                                                                                    ,FlingSmash                                                                                                                                                                                              ,E         ,WII                                                                                                 
520,/game/wii/pokepark-wii-pikachus-adventure                                                                                                                                                               ,PokePark Wii: Pikachu's Adventure                                                                                                                                                                       ,E         ,WII                                                                                                 
521,/game/ds/art-academy                                                                                                                                                                                    ,Art Academy                                                                                                                                                                                             ,E         ,DS                                                                                                  
522,/game/wii/thruspace                                                                                                                                                                                     ,ThruSpace                                                                                                                                                                                               ,E         ,WII                                                                                                 
523,/game/ds/snapdots                                                                                                                                                                                       ,Snapdots                                                                                                                                                                                                ,E         ,DS                                                                                                  
524,/game/wii/kirbys-epic-yarn                                                                                                                                                                              ,Kirby's Epic Yarn                                                                                                                                                                                       ,E         ,WII                                                                                                 
525,/game/ds/pokemon-ranger-guardian-signs                                                                                                                                                                  ,Pokemon Ranger: Guardian Signs                                                                                                                                                                          ,E         ,DS                                                                                                  
526,/game/wii/wii-party                                                                                                                                                                                     ,Wii Party                                                                                                                                                                                               ,E         ,WII                                                                                                 
527,/game/wii/samurai-warriors-3                                                                                                                                                                            ,Samurai Warriors 3                                                                                                                                                                                      ,T         ,WII                                                                                                 
528,/game/ds/nintendo-countdown-calendar                                                                                                                                                                    ,Nintendo Countdown Calendar                                                                                                                                                                             ,          ,DS                                                                                                  
529,/game/ds/professor-layton-and-the-unwound-future                                                                                                                                                        ,Professor Layton and the Unwound Future                                                                                                                                                                 ,E10+      ,DS                                                                                                  
530,/game/wii/metroid-other-m                                                                                                                                                                               ,Metroid: Other M                                                                                                                                                                                        ,T         ,WII                                                                                                 
531,/game/ds/face-pilot-fly-with-your-nintendo-dsi-camera!                                                                                                                                                  ,Face Pilot: Fly With Your Nintendo DSi Camera!                                                                                                                                                          ,E         ,DS                                                                                                  
532,/game/wii/aquaspace                                                                                                                                                                                     ,AquaSpace                                                                                                                                                                                               ,E         ,WII                                                                                                 
533,/game/ds/dragon-quest-ix-sentinels-of-the-starry-skies                                                                                                                                                  ,Dragon Quest IX: Sentinels of the Starry Skies                                                                                                                                                          ,E10+      ,DS                                                                                                  
534,/game/wii/mario-tennis                                                                                                                                                                                  ,Mario Tennis                                                                                                                                                                                            ,E         ,WII                                                                                                 
535,/game/wii/sin-punishment-star-successor                                                                                                                                                                 ,Sin & Punishment: Star Successor                                                                                                                                                                        ,T         ,WII                                                                                                 
536,/game/wii/art-style-rotozoa                                                                                                                                                                             ,Art Style: Rotozoa                                                                                                                                                                                      ,E         ,WII                                                                                                 
537,/game/ds/spin-six                                                                                                                                                                                       ,Spin Six                                                                                                                                                                                                ,E         ,DS                                                                                                  
538,/game/ds/100-classic-books                                                                                                                                                                              ,100 Classic Books                                                                                                                                                                                       ,          ,DS                                                                                                  
539,/game/ds/a-kappas-trail                                                                                                                                                                                 ,A Kappa's Trail                                                                                                                                                                                         ,E         ,DS                                                                                                  
540,/game/ds/flametail                                                                                                                                                                                      ,Flametail                                                                                                                                                                                               ,E         ,DS                                                                                                  
541,/game/ds/x-scape                                                                                                                                                                                        ,X-Scape                                                                                                                                                                                                 ,E10+      ,DS                                                                                                  
542,/game/wii/phoenix-wright-ace-attorney-episode-5-rise-from-the-ashes                                                                                                                                     ,Phoenix Wright: Ace Attorney Episode 5: Rise From the Ashes                                                                                                                                             ,T         ,WII                                                                                                 
543,/game/wii/art-style-light-trax                                                                                                                                                                          ,Art Style: light trax                                                                                                                                                                                   ,E         ,WII                                                                                                 
544,/game/ds/metal-torrent                                                                                                                                                                                  ,Metal Torrent                                                                                                                                                                                           ,E         ,DS                                                                                                  
545,/game/wii/super-mario-galaxy-2                                                                                                                                                                          ,Super Mario Galaxy 2                                                                                                                                                                                    ,E         ,WII                                                                                                 
546,/game/wii/kirby-super-star                                                                                                                                                                              ,Kirby Super Star                                                                                                                                                                                        ,E         ,WII                                                                                                 
547,/game/ds/looksleys-line-up                                                                                                                                                                              ,Looksley's Line Up                                                                                                                                                                                      ,E         ,DS                                                                                                  
548,/game/ds/photo-dojo                                                                                                                                                                                     ,Photo Dojo                                                                                                                                                                                              ,E10+      ,DS                                                                                                  
549,/game/ds/picross-3d                                                                                                                                                                                     ,Picross 3D                                                                                                                                                                                              ,E         ,DS                                                                                                  
550,/game/ds/game-watch-flagman                                                                                                                                                                             ,Game & Watch: Flagman                                                                                                                                                                                   ,E         ,DS                                                                                                  
551,/game/ds/game-watch-ball                                                                                                                                                                                ,Game & Watch: Ball                                                                                                                                                                                      ,E         ,DS                                                                                                  
552,/game/ds/game-watch-donkey-kong-jr                                                                                                                                                                      ,Game & Watch: Donkey Kong Jr.                                                                                                                                                                           ,E         ,DS                                                                                                  
553,/game/ds/game-watch-vermin                                                                                                                                                                              ,Game & Watch: Vermin                                                                                                                                                                                    ,E         ,DS                                                                                                  
554,/game/ds/game-watch-helmet                                                                                                                                                                              ,Game & Watch: Helmet                                                                                                                                                                                    ,E         ,DS                                                                                                  
555,/game/ds/game-watch-manhole                                                                                                                                                                             ,Game & Watch: Manhole                                                                                                                                                                                   ,E         ,DS                                                                                                  
556,/game/wii/grill-off-with-ultra-hand!                                                                                                                                                                    ,Grill-Off with Ultra Hand!                                                                                                                                                                              ,E         ,WII                                                                                                 
557,/game/ds/game-watch-collection-2                                                                                                                                                                        ,Game & Watch Collection 2                                                                                                                                                                               ,E         ,DS                                                                                                  
558,/game/wii/warioware-diy-showcase                                                                                                                                                                        ,WarioWare D.I.Y. Showcase                                                                                                                                                                               ,E         ,WII                                                                                                 
559,/game/ds/nintendo-dsi-metronome                                                                                                                                                                         ,Nintendo DSi Metronome                                                                                                                                                                                  ,E         ,DS                                                                                                  
560,/game/ds/nintendo-dsi-instrument-tuner                                                                                                                                                                  ,Nintendo DSi Instrument Tuner                                                                                                                                                                           ,E         ,DS                                                                                                  
